ID,Estilo,Acabamento,PosDir,Instrumentos,Interior,Malas,Desempenho,Motor,Cambio,Freios,Suspensao,Consumo,Estabilidade,CustoBeneficio,Recomendacao,AvGeral
f2c088da,7,3,6,6,6,6,9,8,8,3,5,6,6,6,6,6.066666666666666
874fd721,8,3,5,6,3,5,10,9,9,9,8,9,7,10,10,7.4
0d81dddb,7,7,9,8,6,3,6,4,7,2,5,4,8,4,4,5.6
8400417d,6,3,8,7,2,3,7,1,6,6,4,8,6,8,6,5.4
07adbaf1,7,6,7,9,7,8,10,9,10,7,9,10,7,10,9,8.333333333333334
f042ede5,9,3,7,8,4,7,10,10,5,8,7,7,6,9,9,7.266666666666667
7b08a98c,7,2,3,3,3,3,5,5,4,5,5,7,6,7,7,4.8
951e5d18,9,8,9,7,9,7,9,6,6,8,3,9,9,7,8,7.6
28fd97c7,8,6,7,8,4,6,9,8,7,6,9,10,8,8,7,7.4
77f0fcd6,7,5,5,6,3,6,7,6,5,6,6,5,7,7,7,5.866666666666666
57f54e51,8,7,7,7,6,6,7,7,7,7,7,10,9,10,9,7.6
c1d0cc16,7,7,7,8,4,4,10,10,8,8,8,8,7,9,8,7.533333333333333
8dcd43dc,8,7,9,7,6,6,8,9,8,7,7,9,9,8,8,7.733333333333333
6589643b,8,5,3,4,3,7,6,7,8,6,6,2,7,9,8,5.933333333333334
0bf195b6,6,7,8,8,6,7,7,7,7,7,7,5,6,7,7,6.8
e4304dd7,8,5,7,9,6,4,8,8,6,7,7,5,7,6,7,6.666666666666667
6099e1bb,6,4,9,4,5,5,10,10,8,7,6,8,9,10,10,7.4
2a130f76,7,2,1,3,1,2,6,0,8,8,3,7,7,6,7,4.533333333333333
e5baf95a,7,8,8,7,6,7,9,9,9,9,9,7,9,10,9,8.2
6cb48414,5,2,4,4,4,4,6,5,8,5,5,5,5,8,5,5.0
d08cad32,8,6,7,6,7,7,8,9,9,7,8,10,8,9,8,7.8
4fae10d8,9,7,6,6,6,6,8,8,7,8,10,7,7,7,9,7.4
5c7a9651,9,7,8,8,8,5,7,7,7,7,7,3,6,6,8,6.866666666666666
eec68afa,7,4,7,9,4,5,9,4,6,7,7,2,7,5,7,6.0
bf0f8932,8,7,7,8,6,6,8,9,7,7,6,7,8,8,9,7.4
e130dd1b,7,5,8,1,1,3,8,5,7,6,3,7,9,10,10,6.0
369cacab,8,6,6,9,7,5,5,9,9,8,9,10,4,8,8,7.4
7e12304a,8,6,8,9,7,7,10,9,7,7,8,8,8,9,9,8.0
1f099687,10,9,9,10,9,9,10,10,9,9,9,5,9,10,10,9.133333333333333
dceb2535,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
5f9ba4cd,9,7,9,9,8,8,10,8,8,8,9,10,9,10,10,8.8
a49a66fc,7,5,6,8,5,5,8,8,8,9,8,7,8,8,8,7.2
67e34365,9,8,9,10,8,5,9,9,8,10,9,9,8,9,10,8.666666666666666
9db450c3,9,5,3,9,3,3,5,10,7,4,4,0,8,9,10,5.933333333333334
2759c14b,7,8,6,5,6,7,8,8,6,4,5,7,4,5,5,6.066666666666666
0eef2d7f,10,4,4,3,5,9,5,10,7,5,5,9,9,10,10,7.0
90ade528,9,6,9,9,8,8,9,9,8,8,8,10,8,9,9,8.466666666666667
96d373e7,7,5,6,9,7,5,10,8,10,8,8,9,7,8,10,7.8
f165fe55,7,0,9,1,5,10,9,6,5,6,5,7,9,9,6,6.266666666666667
8c0c9578,10,6,7,10,7,9,10,8,8,8,9,6,9,10,9,8.4
ddffc057,7,6,5,8,7,7,10,9,9,9,6,9,8,9,9,7.866666666666666
f2d8898b,8,5,8,8,6,4,8,8,8,8,8,8,8,8,9,7.466666666666667
8b9a0809,8,7,7,8,8,7,9,9,9,7,7,8,7,7,8,7.733333333333333
25d16c68,6,0,0,5,2,10,10,10,10,2,0,10,10,5,5,5.666666666666667
048899a2,8,7,7,8,7,5,9,9,9,8,8,5,8,9,9,7.733333333333333
0c331779,8,7,7,6,7,8,7,7,9,7,9,8,9,8,9,7.733333333333333
7d8035ca,5,2,7,1,1,2,1,0,3,8,6,7,6,5,0,3.6
31834c78,8,8,9,10,8,8,9,9,9,10,10,9,10,10,10,9.133333333333333
79b56926,8,4,7,4,6,6,6,6,7,5,5,7,8,7,8,6.266666666666667
78b7f04b,8,5,4,0,6,6,10,10,9,5,7,10,8,10,10,7.2
9c3507d2,9,6,6,6,7,8,9,8,9,5,6,8,8,9,7,7.4
e4efb23e,8,5,9,10,8,8,8,7,9,9,10,10,10,8,10,8.6
72c312ee,10,8,10,7,7,8,10,10,10,10,10,10,10,10,10,9.333333333333334
d88bdc7d,7,6,8,7,6,6,9,9,8,8,7,8,9,9,9,7.733333333333333
e35bab37,8,5,7,7,6,6,9,9,7,7,7,9,8,10,9,7.6
5741d7f4,9,5,8,9,9,8,9,6,9,7,8,8,8,8,9,8.0
99e021b6,9,7,7,8,8,5,9,8,9,3,8,7,8,8,8,7.466666666666667
c259e4bb,7,5,5,7,4,4,8,7,6,4,5,8,6,8,8,6.133333333333334
152d1982,8,0,4,2,1,8,10,4,5,6,6,10,7,9,5,5.666666666666667
51d3a556,10,10,10,10,10,5,10,10,10,10,10,10,8,8,8,9.266666666666667
725ec448,9,8,10,10,9,8,10,10,8,10,10,10,10,10,10,9.466666666666667
fc2c0b7d,10,2,10,10,10,10,10,8,10,10,10,4,10,7,6,8.466666666666667
b6a50753,8,5,7,8,4,6,9,5,5,5,5,5,4,5,6,5.8
90dff47c,8,6,7,8,7,7,5,5,5,7,7,0,7,9,5,6.2
b3dd9da5,6,6,8,10,5,5,10,7,7,7,10,7,7,7,8,7.333333333333333
17ed27df,7,5,6,6,6,8,8,10,9,10,9,10,9,10,9,8.133333333333333
b8b74368,7,5,6,9,7,7,9,9,9,10,7,10,8,10,10,8.2
8aa2bfff,9,8,8,9,8,8,9,7,8,8,6,8,8,10,10,8.266666666666667
0d8c6290,8,5,7,8,7,6,10,9,9,7,8,9,10,10,10,8.2
b3209ad8,8,6,9,10,7,6,10,8,10,9,9,9,8,9,9,8.466666666666667
41d77c8c,10,4,10,7,10,10,10,8,9,7,10,10,10,10,10,9.0
794713ca,10,8,7,9,8,8,10,9,7,10,9,10,10,9,9,8.866666666666667
211a5bb1,9,3,3,3,3,3,10,10,9,9,8,10,9,10,10,7.266666666666667
98b6761b,8,5,7,7,8,10,9,10,6,8,6,10,9,10,10,8.2
cc510062,10,6,8,9,8,7,10,10,7,8,10,8,10,7,9,8.466666666666667
bcc9e91b,10,5,10,10,8,8,8,5,0,8,9,10,10,10,5,7.733333333333333
8c6affb9,8,7,8,7,7,6,6,10,8,9,8,10,8,10,10,8.133333333333333
780d4b4b,10,4,7,3,5,2,5,8,8,7,5,7,5,10,4,6.0
1c4ebc93,8,7,9,7,7,5,10,9,1,2,5,10,10,8,10,7.2
3d9c5e02,9,7,10,7,4,6,8,8,8,10,7,10,8,10,10,8.133333333333333
df9ebdeb,8,6,7,5,5,6,8,10,8,6,6,10,9,10,10,7.6
3de7d817,7,3,7,7,3,5,2,5,8,7,6,9,8,9,6,6.133333333333334
3b0e02cf,7,5,2,1,1,3,7,10,8,9,10,10,10,8,10,6.733333333333333
a55e5890,7,5,6,5,7,6,7,8,8,8,0,7,5,7,8,6.266666666666667
db1a3fc7,9,7,7,6,7,8,10,9,8,7,9,9,8,8,8,8.0
87fd4d4c,8,5,6,7,5,5,8,8,8,5,5,9,8,8,8,6.866666666666666
f31cca3f,7,8,5,7,6,4,10,10,10,8,8,10,10,10,10,8.2
aba79be5,9,7,6,5,8,8,10,5,7,8,8,9,9,10,10,7.933333333333334
494b56b7,10,4,2,5,2,4,9,9,8,8,4,2,8,8,5,5.866666666666666
5efed2b5,0,7,7,9,7,7,9,8,7,9,8,10,9,8,10,7.666666666666667
42c7643d,7,0,0,5,3,7,8,10,10,10,6,10,10,10,9,7.0
c614a43a,8,6,8,10,5,5,9,8,8,9,7,9,8,9,8,7.8
b321f129,8,6,6,6,8,6,9,8,7,7,6,10,8,8,6,7.266666666666667
fe5dbd22,8,8,7,8,0,7,8,8,5,6,5,9,6,9,8,6.8
68d8441b,6,6,5,6,5,6,7,8,7,7,6,9,7,9,9,6.866666666666666
412b0b06,8,8,8,8,8,7,10,10,9,7,8,8,7,8,9,8.2
65a2c7b7,8,3,4,5,4,7,7,7,8,8,4,3,8,7,7,6.0
c9332001,7,1,8,6,2,3,7,0,9,6,5,9,5,3,5,5.066666666666666
a3aa5a05,7,1,5,6,1,5,8,7,7,2,2,9,4,8,5,5.133333333333334
23ceb070,10,7,8,10,8,10,8,8,7,9,9,6,9,8,10,8.466666666666667
4e4811e1,7,4,4,5,4,4,6,7,0,7,7,10,7,10,8,6.0
6e2b33d0,9,8,10,10,9,9,10,9,10,7,10,10,10,10,10,9.4
017825d2,9,5,9,4,2,6,8,8,9,7,5,10,8,10,8,7.2
80e939d1,9,4,8,5,4,4,10,4,8,8,7,10,6,9,8,6.933333333333334
a2a6723a,10,7,7,9,8,10,10,9,10,8,9,10,10,10,10,9.133333333333333
552a5188,9,7,10,10,7,9,10,9,10,10,9,8,9,10,10,9.133333333333333
d21742b5,7,7,10,9,5,8,10,9,5,10,8,10,10,9,10,8.466666666666667
ab6b102d,6,5,7,6,4,6,7,6,8,5,8,7,7,9,7,6.533333333333333
c01b436b,10,6,6,9,8,10,10,10,8,9,10,10,10,10,10,9.066666666666666
7480e3bd,7,5,6,6,4,4,7,7,7,7,6,9,8,9,9,6.733333333333333
fc97bf01,6,3,4,6,5,5,7,6,3,6,6,8,6,5,6,5.466666666666667
972362da,8,8,8,5,6,4,6,9,8,8,7,10,9,9,8,7.533333333333333
52a4418f,8,7,8,5,5,8,8,8,7,7,5,8,7,8,8,7.133333333333334
fed01902,8,6,6,6,5,8,8,8,7,7,2,8,0,5,2,5.733333333333333
be2b707b,8,6,7,5,7,8,9,9,7,7,6,8,6,9,9,7.4
b8d38083,9,7,0,2,0,0,2,7,3,2,0,5,3,9,0,3.2666666666666666
29411c6d,9,7,8,8,7,7,10,10,9,8,8,10,9,10,10,8.666666666666666
1442326b,8,4,8,6,5,6,6,8,6,5,6,6,6,10,7,6.466666666666667
449be51e,10,9,5,5,5,7,10,10,9,10,8,9,9,9,10,8.333333333333334
03ef9a52,8,7,8,7,7,7,7,9,9,9,9,10,8,9,9,8.2
092b298e,5,3,5,2,2,2,4,4,2,2,0,1,0,2,3,2.466666666666667
d404c4ae,8,6,7,7,6,6,9,9,8,8,6,9,7,9,8,7.533333333333333
2e31025c,9,8,3,8,6,7,8,9,8,7,8,8,10,8,5,7.466666666666667
1ba2c8ee,7,4,6,5,3,5,7,9,5,7,5,8,7,6,5,5.933333333333334
50179ac8,8,6,7,8,7,5,10,10,7,7,7,10,10,10,10,8.133333333333333
72567575,10,10,10,6,8,10,10,10,10,8,10,7,10,7,10,9.066666666666666
72b59504,10,4,8,5,7,4,7,8,9,9,10,9,9,10,9,7.866666666666666
c93990dc,10,10,10,10,9,7,10,10,10,10,10,10,10,10,10,9.733333333333333
6f95c22f,8,5,7,6,5,6,9,9,8,7,7,9,7,10,8,7.4
84cfec13,9,5,8,9,6,8,8,9,9,8,8,9,7,8,8,7.933333333333334
fc9f6c83,5,3,4,3,2,5,0,0,5,5,0,3,3,4,0,2.8
1a5ec924,4,10,10,2,2,7,4,10,5,5,10,10,5,8,10,6.8
77667b53,8,5,7,7,6,6,8,7,7,8,6,8,9,7,8,7.133333333333334
4e20a0d4,6,5,2,2,4,8,5,5,5,5,3,1,8,5,5,4.6
9a74f6ca,8,8,9,8,8,7,9,9,8,8,7,8,9,8,9,8.2
75b7f157,10,5,8,5,6,5,10,7,7,8,8,10,8,10,9,7.733333333333333
9c2aedc4,9,2,5,5,3,0,7,6,4,4,6,8,7,9,7,5.466666666666667
932e1420,7,4,6,6,6,6,7,7,7,7,5,7,6,7,6,6.266666666666667
97b4d203,7,3,6,3,1,2,3,1,0,5,1,10,5,6,3,3.7333333333333334
eb4ee8d0,8,6,6,7,6,6,8,8,7,7,6,8,7,9,8,7.133333333333334
8954800a,4,1,3,5,1,2,3,3,4,3,0,2,3,7,0,2.7333333333333334
2fe84c81,8,6,9,8,7,8,8,8,8,8,7,8,8,8,7,7.733333333333333
da3ee8c7,9,6,6,9,6,8,10,9,10,10,7,6,8,8,8,8.0
2b681843,8,8,7,8,7,9,9,10,9,9,9,10,9,10,10,8.8
7b354cc5,8,6,7,7,6,6,7,7,8,8,5,8,7,8,5,6.866666666666666
01f8e664,8,7,6,7,6,7,8,7,6,8,6,7,6,8,7,6.933333333333334
ff7c8577,6,2,0,0,0,1,3,0,0,8,0,10,5,6,3,2.933333333333333
394f9840,10,5,9,5,5,4,8,2,8,8,9,10,8,7,7,7.0
3f36a08f,9,3,5,6,1,3,8,5,9,9,4,7,3,2,5,5.266666666666667
0f23abeb,8,2,2,7,2,8,8,0,5,2,2,5,1,2,0,3.6
49e6ad94,8,6,6,6,5,5,6,8,8,7,6,7,9,9,9,7.0
f74736a7,8,7,6,5,7,7,8,7,9,9,7,8,8,7,8,7.4
26805118,10,8,10,8,8,10,10,9,9,9,9,10,10,10,10,9.333333333333334
ab9cd60b,9,7,8,6,6,6,7,8,6,8,8,10,6,8,7,7.333333333333333
26e64005,8,5,5,4,6,7,8,1,5,8,7,8,8,8,7,6.333333333333333
7874bf90,8,7,8,7,7,6,8,8,8,8,8,9,8,10,10,8.0
5b12a40f,10,7,9,9,8,7,7,7,7,7,8,7,8,8,8,7.8
52765f49,6,7,8,8,5,5,7,5,6,8,8,7,8,9,6,6.866666666666666
67a69e17,8,6,7,6,6,2,7,7,2,5,7,10,6,8,6,6.2
1edbad69,8,6,9,9,7,9,10,9,7,4,8,10,9,9,10,8.266666666666667
e70a0d4d,8,8,10,10,9,9,9,10,9,8,10,10,10,9,10,9.266666666666667
358aaebf,10,7,8,0,8,9,9,10,10,9,7,10,9,10,10,8.4
4e95350c,6,6,5,4,2,5,4,4,6,5,6,8,1,9,5,5.066666666666666
e407c884,6,4,5,3,3,3,10,9,7,4,6,5,5,8,8,5.733333333333333
5b25045c,9,6,8,6,6,7,10,10,8,8,7,8,9,10,10,8.133333333333333
5fab7a71,9,0,0,5,4,5,6,4,5,4,6,7,7,6,3,4.733333333333333
6cd12a6e,10,6,7,5,5,5,7,10,8,8,8,10,7,10,10,7.733333333333333
2004f7ad,9,7,9,8,9,6,7,7,7,8,7,10,7,8,8,7.8
62c624a8,7,7,9,5,8,7,8,0,8,7,7,3,6,6,4,6.133333333333334
3fd158b3,9,8,8,5,7,7,9,5,7,7,6,8,7,9,9,7.4
5a95064b,10,6,8,6,8,8,7,7,7,9,8,0,10,5,4,6.866666666666666
aa2a509f,8,5,6,6,7,5,7,7,6,6,7,9,6,7,7,6.6
b5499522,9,4,7,5,6,7,5,4,4,6,5,1,8,7,5,5.533333333333333
f3fc3552,9,6,8,7,7,7,10,10,9,7,5,8,8,10,10,8.066666666666666
0341c7bb,9,5,8,4,8,8,10,8,9,6,8,8,9,9,10,7.933333333333334
53fc6e3b,8,9,9,9,9,7,8,7,7,8,8,6,8,6,9,7.866666666666666
4eb5a73a,7,5,8,6,6,4,5,7,5,9,7,9,6,7,6,6.466666666666667
c9ad56be,8,7,7,8,9,8,7,8,9,9,9,10,8,9,10,8.4
32d98c50,9,8,9,8,9,7,7,8,7,6,6,9,8,9,8,7.866666666666666
1e5d9771,10,10,10,10,10,10,8,10,10,10,8,8,10,8,10,9.466666666666667
a5e7272b,10,9,10,8,10,8,9,10,10,9,10,9,10,10,10,9.466666666666667
0cb2810a,8,7,7,6,8,7,6,6,3,6,6,5,7,8,7,6.466666666666667
730b6f6f,9,8,8,10,7,6,5,7,9,9,9,6,8,7,7,7.666666666666667
32956a88,6,5,1,4,3,3,4,6,4,7,7,9,0,2,2,4.2
01e3f08d,10,10,10,9,10,10,10,10,10,10,10,5,5,7,10,9.066666666666666
e72691dd,10,10,10,10,10,10,10,9,0,10,10,10,10,10,9,9.2
284368a0,10,7,9,10,10,7,8,9,10,9,8,10,9,9,10,9.0
385bcd69,10,7,9,7,9,6,6,6,8,7,10,7,8,7,7,7.6
2ae72a61,10,8,10,9,10,8,10,10,8,10,10,8,7,10,10,9.2
4b318dca,9,9,9,9,9,9,8,9,10,9,9,9,10,9,9,9.066666666666666
a2442186,8,6,5,6,7,7,3,3,1,7,8,10,6,7,2,5.733333333333333
061a3f2a,8,6,9,9,10,7,8,8,9,8,9,9,9,8,10,8.466666666666667
0dcca9ac,8,8,8,8,7,5,8,8,8,8,8,8,8,8,8,7.733333333333333
040f0b17,8,5,6,8,6,6,7,6,6,7,7,7,7,6,7,6.6
664bcfec,8,7,8,6,8,7,8,8,8,8,8,8,8,8,8,7.733333333333333
e1241fb9,9,8,7,9,8,8,6,8,8,8,8,9,9,9,8,8.133333333333333
3d66894e,9,10,9,10,9,9,9,9,10,9,9,9,9,8,10,9.2
1ed9b32d,8,7,5,8,8,4,4,4,7,9,9,9,7,8,0,6.466666666666667
1175785b,10,10,9,8,10,10,4,8,10,9,7,9,5,5,10,8.266666666666667
ba324c39,10,9,10,10,10,8,9,9,10,9,10,10,9,8,10,9.4
8359a0c5,9,10,9,9,9,9,9,9,10,10,9,9,9,9,9,9.2
06078a05,9,9,8,8,8,3,7,9,9,9,9,10,9,10,9,8.4
f8f96831,8,2,6,3,7,4,5,7,3,7,7,7,6,5,5,5.466666666666667
acc92981,10,9,8,8,9,8,9,9,9,9,9,10,9,10,10,9.066666666666666
7a26b3b0,9,5,9,9,10,7,9,10,9,2,8,10,8,9,10,8.266666666666667
8a1c74a5,8,6,5,3,4,2,4,6,7,5,8,5,8,7,4,5.466666666666667
e86c5031,8,6,8,8,7,6,6,8,8,9,7,7,9,7,7,7.4
ef258dc0,10,10,10,6,10,9,0,5,5,10,10,0,6,9,9,7.266666666666667
1372625f,10,9,10,10,10,10,7,7,7,7,10,7,10,10,10,8.933333333333334
52a9c03e,10,8,8,9,8,6,9,9,9,9,9,10,8,10,10,8.8
8b8af734,10,8,8,9,9,8,9,9,10,10,9,10,9,8,10,9.066666666666666
32389636,9,7,9,9,9,6,9,8,9,9,8,8,9,9,9,8.466666666666667
30dc3ecd,10,7,8,10,8,9,6,10,10,10,10,10,10,10,9,9.133333333333333
39d6d385,7,7,7,7,6,5,8,8,7,7,7,4,9,7,7,6.866666666666666
7a466833,9,8,8,8,9,7,7,9,8,9,9,9,8,9,9,8.4
41508312,10,8,8,8,8,7,6,8,8,9,9,6,9,8,8,8.0
5f5488c8,7,9,9,9,9,6,6,7,8,10,8,5,9,9,9,8.0
528791d3,8,8,9,9,7,6,7,9,8,8,6,7,9,7,8,7.733333333333333
f1bc942c,9,8,8,7,8,8,8,8,8,8,8,8,8,7,7,7.866666666666666
7adb13cd,7,5,7,5,3,1,5,6,1,8,5,0,7,3,0,4.2
89b69ab8,10,5,5,10,5,3,8,8,10,10,3,3,7,10,5,6.8
97bb4095,8,8,9,7,9,10,6,0,10,10,10,8,9,10,7,8.066666666666666
33c49207,7,8,8,8,9,7,7,10,8,10,8,8,6,10,10,8.266666666666667
13e19752,10,7,5,6,7,7,7,9,9,9,6,6,9,10,9,7.733333333333333
a50e0e96,10,8,8,8,9,8,9,9,10,10,9,8,9,9,10,8.933333333333334
7b6f8f38,6,1,4,1,3,7,8,2,5,9,2,6,4,1,0,3.933333333333333
cbeef476,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
04e2bdbc,10,8,8,9,10,8,9,10,10,8,9,9,9,10,10,9.133333333333333
6230044c,10,8,8,10,10,10,9,8,10,7,9,9,7,9,8,8.8
4917f6e6,9,5,9,8,8,5,7,8,8,8,8,7,8,7,8,7.533333333333333
59accb66,8,6,5,6,7,5,7,5,8,8,7,8,7,7,6,6.666666666666667
5f073c4b,10,7,8,8,8,8,8,8,6,9,7,7,9,8,6,7.8
73a0aebc,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,9.733333333333333
48197a4f,9,9,10,10,10,8,9,10,10,10,10,9,10,10,10,9.6
da4e6065,10,8,10,10,10,8,10,9,10,10,10,8,10,10,10,9.533333333333333
8170626b,9,9,9,9,9,7,8,8,10,10,9,9,10,9,9,8.933333333333334
87e87a4e,10,8,10,9,10,7,9,6,10,9,8,10,10,10,10,9.066666666666666
ec623d52,9,7,8,7,8,7,5,5,6,8,8,4,8,7,2,6.6
146f5bd1,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,9.6
8031a0d1,10,8,9,9,8,8,8,9,9,8,8,8,7,8,8,8.333333333333334
3d6c7421,9,9,9,9,9,8,9,10,10,9,10,10,9,10,10,9.333333333333334
3c20f756,10,9,9,9,8,7,7,8,9,9,10,8,8,9,10,8.666666666666666
940911ad,5,0,0,7,8,8,7,7,7,7,3,0,3,7,0,4.6
d1da2dc6,10,9,9,10,7,7,9,9,9,9,8,7,9,8,8,8.533333333333333
071f7f98,10,8,6,8,8,9,8,9,9,10,9,9,9,8,8,8.533333333333333
e2aa283c,10,9,8,9,10,5,7,9,10,9,10,3,10,8,7,8.266666666666667
e7d8d3bd,9,8,9,8,8,8,8,9,9,9,10,9,10,9,10,8.866666666666667
a407da2c,9,8,9,8,9,8,7,8,9,8,10,5,8,9,9,8.266666666666667
bc48e82d,10,8,10,9,10,8,10,10,10,9,10,10,10,10,10,9.6
6d60eda0,8,8,9,9,9,8,6,7,6,9,9,0,8,5,6,7.133333333333334
f6549aca,10,8,9,5,10,8,3,3,7,7,9,2,8,4,1,6.266666666666667
5d773644,8,8,8,8,9,9,7,8,8,8,8,8,7,10,9,8.2
53eba1df,9,8,8,10,10,9,9,9,9,8,10,8,10,9,9,9.0
f095b1f3,10,9,9,10,10,7,8,10,9,9,10,8,10,9,10,9.2
17528cae,8,5,7,7,6,6,6,6,6,7,6,0,6,6,0,5.466666666666667
c1749f28,9,8,8,3,8,8,8,8,10,8,9,7,9,8,9,8.0
1c41bcce,8,8,7,7,8,7,5,7,7,8,8,3,7,6,5,6.733333333333333
5c6299ad,8,8,3,3,6,1,1,6,10,8,3,1,3,6,0,4.466666666666667
cc30e297,10,10,10,9,9,9,9,10,10,10,10,10,10,10,10,9.733333333333333
9eb2b969,10,6,10,7,7,9,3,5,10,3,5,0,5,1,1,5.466666666666667
e28bcc49,8,8,8,10,10,0,0,8,8,3,9,0,0,1,0,4.866666666666666
270c3c18,9,5,8,7,8,7,7,7,9,9,8,8,8,8,6,7.6
d115942a,9,7,9,8,8,10,9,9,10,9,9,8,8,9,8,8.666666666666666
fe747095,10,10,8,10,10,7,4,8,8,9,10,7,8,8,7,8.266666666666667
239d4101,10,10,10,10,10,7,10,10,10,9,10,5,10,10,10,9.4
a67c6a6f,10,8,10,9,10,8,9,10,9,9,10,8,9,10,9,9.2
44c612db,9,7,10,6,7,4,8,10,9,9,7,8,8,7,7,7.733333333333333
ea72f830,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
52c55578,10,4,9,4,9,3,7,8,9,8,7,10,8,9,9,7.6
1cb7e849,8,9,9,5,9,9,6,7,10,8,9,7,8,8,8,8.0
6752d536,9,8,7,8,9,8,9,5,6,8,9,9,9,9,9,8.133333333333333
188a1b49,10,8,9,8,10,9,8,10,10,6,10,9,8,8,8,8.733333333333333
376f7b2d,9,8,9,9,9,7,8,10,10,9,10,10,10,10,10,9.2
766245a6,9,8,9,6,9,7,8,9,9,9,10,7,9,9,10,8.533333333333333
e0bed4e7,7,8,8,8,8,7,7,8,9,9,8,8,8,6,7,7.733333333333333
c2a9bc59,10,9,8,10,8,8,6,8,7,7,10,8,10,10,10,8.6
e815a307,8,6,4,8,8,6,6,8,5,6,8,8,5,6,1,6.2
dd850c6c,8,7,5,9,8,8,6,6,8,10,8,8,7,7,8,7.533333333333333
4f77d3c4,9,8,8,9,9,8,8,9,8,9,8,6,7,8,8,8.133333333333333
11ac2aa6,10,9,8,9,9,9,10,10,10,10,10,8,10,9,9,9.333333333333334
a6ad3a4b,10,10,10,8,9,5,10,10,10,10,10,10,10,10,10,9.466666666666667
75dac28f,10,8,10,10,9,9,8,9,10,10,8,9,8,9,10,9.133333333333333
215046c6,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9.933333333333334
f3b1f23d,9,2,9,7,10,8,8,8,4,5,8,4,10,6,3,6.733333333333333
e330dafe,9,8,8,8,8,8,8,10,10,9,10,8,9,8,9,8.666666666666666
9a3a80df,7,3,4,3,5,2,4,3,5,5,2,3,4,3,2,3.6666666666666665
3763bbd9,9,8,9,9,9,8,8,9,8,8,9,8,7,9,9,8.466666666666667
ebebbad1,9,6,10,9,10,5,7,7,10,10,8,8,8,8,8,8.2
b5789036,10,10,10,8,10,2,8,10,10,10,10,5,6,5,0,7.6
df08cb24,10,8,9,9,10,9,2,0,5,5,9,8,5,0,0,5.933333333333334
093e6767,8,8,9,8,7,7,8,8,10,10,9,9,8,8,9,8.4
199c1bd0,8,5,8,9,9,7,7,7,7,9,7,7,9,7,8,7.6
8331c5d8,9,7,10,9,10,9,9,9,8,8,9,7,9,6,5,8.266666666666667
bb7d5ea1,10,1,8,5,10,5,7,7,10,8,8,7,8,1,1,6.4
d33304d2,7,0,10,5,8,4,10,0,10,4,8,10,8,0,0,5.6
16f48897,8,5,8,7,8,8,7,8,7,10,10,8,9,8,8,7.933333333333334
225e362f,8,7,8,7,9,7,7,9,8,8,8,9,8,7,8,7.866666666666666
e468d62a,8,2,6,7,7,7,5,6,6,8,7,8,4,5,2,5.866666666666666
9cca83c0,10,6,10,6,10,8,8,10,8,10,10,10,10,10,10,9.066666666666666
27d1896a,10,1,5,10,8,5,8,9,10,10,10,9,8,6,2,7.4
fd1e87b0,9,7,8,8,9,7,8,8,8,9,9,8,8,9,9,8.266666666666667
6ce37890,10,9,10,8,10,5,7,10,10,10,10,9,10,10,10,9.2
93aa513b,9,8,8,7,8,7,8,8,9,9,9,7,9,8,10,8.266666666666667
02e62ea4,9,6,9,9,10,8,9,9,10,10,10,9,10,7,10,9.0
d4001f8d,10,10,10,10,10,8,10,10,10,10,10,10,10,9,10,9.8
db504e08,9,8,8,10,8,8,8,8,9,9,9,7,9,9,10,8.6
e31e8dca,9,9,7,7,10,8,7,9,6,7,9,8,10,9,10,8.333333333333334
d1a49cb6,9,7,9,8,10,6,9,5,9,10,9,9,9,7,2,7.866666666666666
7bdf32d6,10,8,10,10,10,8,10,10,10,10,8,7,10,8,10,9.266666666666667
42e7d49b,10,7,8,9,9,10,10,10,9,10,10,10,9,10,10,9.4
c06ad589,9,9,9,8,9,8,8,10,8,10,9,8,8,8,8,8.6
d3e52689,10,8,9,10,10,10,9,9,9,10,9,10,10,9,10,9.466666666666667
1e416daa,7,5,5,7,7,4,4,4,7,7,7,7,8,7,5,6.066666666666666
b8d79391,10,10,10,10,10,10,10,10,10,10,10,8,9,8,9,9.6
afbdbf68,10,9,9,10,10,9,8,9,9,10,9,3,6,8,9,8.533333333333333
53b362f6,9,8,8,9,9,7,9,9,9,10,10,9,8,8,9,8.733333333333333
684e0e85,10,8,8,8,8,9,9,9,10,10,10,9,9,8,10,9.0
447e2796,8,7,9,8,9,7,8,9,9,9,7,8,8,8,8,8.133333333333333
5f0b3546,9,8,10,6,10,8,8,8,8,9,8,10,8,8,10,8.533333333333333
1303e3bc,10,8,5,7,10,10,10,10,10,10,10,10,8,8,10,9.066666666666666
3250827e,8,5,9,8,8,6,7,0,7,7,8,7,8,0,0,5.866666666666666
403edef6,8,9,10,7,10,9,8,9,9,10,9,9,9,9,10,9.0
6d726aed,9,7,10,8,10,9,9,9,8,9,10,8,9,8,9,8.8
d2d0550a,8,7,8,8,8,7,6,8,7,8,8,8,9,7,7,7.6
